matured_cohort_year,matured_accepted_questions,matured_share_with_acceptance_vote,within_same_day,within_1_day,within_7_days,within_30_days,within_90_days,within_365_days,chosen_window_days,current_cohort_accepted_questions,current_cohort_share_with_acceptance_vote
2019,800904,1.0,0.4285,0.6041,0.8128,0.8943,0.9296,0.9703,30,352575,1.0
